Format Version,1.24,Take Name,Throw_006,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-01-27 04.48.43.958 PM,Capture Start Frame,3800917,Total Frames in Take,946,Total Exported Frames,946,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
242,2.016667,0.705639,0.704442,0.067841,0.035113,-0.674643,0.856907,0.367930,-0.641950,0.798881,0.370092,-0.628930,0.919591,0.377745,-0.718949,0.917566,0.364304,-0.708741,0.791826,0.359672,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642402,0.798874,0.369982,-0.629164,0.919209,0.377723,-0.718930,0.917476,0.364280,-0.707572,0.792730,0.359963,,,
243,2.025000,0.705609,0.704460,0.067933,0.035182,-0.674640,0.856903,0.367848,-0.641945,0.798879,0.370016,-0.628935,0.919590,0.377675,-0.718950,0.917559,0.364213,-0.708733,0.791821,0.359580,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642375,0.798857,0.369891,-0.629161,0.919221,0.377665,-0.718940,0.917472,0.364177,-0.707587,0.792720,0.359888,,,
244,2.033333,0.705644,0.704416,0.067979,0.035260,-0.674635,0.856902,0.367773,-0.641947,0.798874,0.369949,-0.628923,0.919584,0.377606,-0.718937,0.917563,0.364128,-0.708734,0.791823,0.359503,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642384,0.798851,0.369824,-0.629135,0.919220,0.377599,-0.718933,0.917480,0.364092,-0.707592,0.792710,0.359813,,,
245,2.041667,0.705682,0.704375,0.067994,0.035303,-0.674633,0.856903,0.367691,-0.641952,0.798871,0.369871,-0.628915,0.919580,0.377525,-0.718928,0.917569,0.364040,-0.708739,0.791828,0.359419,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642373,0.798852,0.369746,-0.629128,0.919213,0.377518,-0.718925,0.917489,0.364004,-0.707648,0.792683,0.359720,,,
246,2.050000,0.705715,0.704330,0.068060,0.035411,-0.674627,0.856908,0.367608,-0.641953,0.798873,0.369799,-0.628904,0.919580,0.377450,-0.718913,0.917579,0.363943,-0.708738,0.791836,0.359331,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642388,0.798859,0.369670,-0.629113,0.919225,0.377445,-0.718903,0.917494,0.363905,-0.707664,0.792664,0.359629,,,
247,2.058333,0.705726,0.704313,0.068079,0.035480,-0.674628,0.856903,0.367498,-0.641957,0.798866,0.369697,-0.628903,0.919574,0.377342,-0.718911,0.917576,0.363824,-0.708742,0.791833,0.359222,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642395,0.798848,0.369562,-0.629087,0.919237,0.377346,-0.718914,0.917484,0.363783,-0.707664,0.792667,0.359534,,,
248,2.066667,0.705863,0.704073,0.068589,0.036532,-0.674561,0.856891,0.367321,-0.641932,0.798835,0.369633,-0.628817,0.919539,0.377220,-0.718797,0.917590,0.363506,-0.708698,0.791836,0.359016,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642403,0.798840,0.369449,-0.629084,0.919253,0.377241,-0.718653,0.917424,0.363424,-0.707669,0.792651,0.359381,,,
249,2.075000,0.706374,0.703636,0.067915,0.036327,-0.674458,0.856862,0.367148,-0.641905,0.798764,0.369452,-0.628617,0.919454,0.376954,-0.718617,0.917619,0.363356,-0.708694,0.791850,0.358924,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642398,0.798800,0.369299,-0.628772,0.919179,0.376941,-0.718535,0.917428,0.363314,-0.707686,0.792659,0.359225,,,
250,2.083333,0.706736,0.703266,0.067974,0.036344,-0.674441,0.856877,0.367018,-0.641949,0.798745,0.369316,-0.628537,0.919421,0.376836,-0.718537,0.917680,0.363229,-0.708743,0.791901,0.358782,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642411,0.798778,0.369169,-0.628675,0.919186,0.376852,-0.718482,0.917435,0.363179,-0.707760,0.792819,0.359098,,,
251,2.091667,0.706841,0.703155,0.068047,0.036305,-0.674453,0.856860,0.366854,-0.641978,0.798718,0.369143,-0.628531,0.919389,0.376685,-0.718531,0.917677,0.363074,-0.708774,0.791896,0.358605,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642436,0.798739,0.369018,-0.628714,0.919150,0.376675,-0.718454,0.917416,0.363041,-0.707746,0.792858,0.358884,,,
252,2.100000,0.706805,0.703189,0.068094,0.036267,-0.674464,0.856850,0.366699,-0.641983,0.798711,0.368983,-0.628549,0.919382,0.376538,-0.718548,0.917662,0.362926,-0.708778,0.791883,0.358442,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642452,0.798736,0.368882,-0.628727,0.919140,0.376520,-0.718467,0.917401,0.362907,-0.707705,0.792874,0.358707,,,
253,2.108333,0.706834,0.703161,0.068104,0.036219,-0.674496,0.856840,0.366558,-0.642018,0.798698,0.368834,-0.628575,0.919368,0.376399,-0.718576,0.917656,0.362792,-0.708815,0.791876,0.358297,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642485,0.798693,0.368726,-0.628742,0.919141,0.376383,-0.718513,0.917402,0.362766,-0.707705,0.792912,0.358575,,,
254,2.116667,0.706707,0.703252,0.068377,0.036408,-0.674490,0.856829,0.366389,-0.641996,0.798697,0.368682,-0.628594,0.919370,0.376267,-0.718585,0.917632,0.362601,-0.708783,0.791856,0.358100,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642485,0.798698,0.368593,-0.628756,0.919143,0.376238,-0.718525,0.917397,0.362584,-0.707661,0.792820,0.358328,,,
255,2.125000,0.706455,0.703468,0.068579,0.036750,-0.674527,0.856788,0.366231,-0.641999,0.798677,0.368564,-0.628679,0.919360,0.376130,-0.718658,0.917562,0.362393,-0.708774,0.791791,0.357931,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642474,0.798709,0.368474,-0.628750,0.919115,0.376119,-0.718688,0.917309,0.362365,-0.707661,0.792813,0.358182,,,
256,2.133333,0.706344,0.703554,0.068757,0.036916,-0.674556,0.856790,0.366094,-0.642013,0.798687,0.368443,-0.628729,0.919374,0.376015,-0.718701,0.917552,0.362234,-0.708781,0.791783,0.357777,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642474,0.798714,0.368346,-0.628752,0.919136,0.376015,-0.718780,0.917304,0.362195,-0.707697,0.792803,0.358034,,,
257,2.141667,0.706281,0.703589,0.068914,0.037159,-0.674570,0.856786,0.365946,-0.642021,0.798687,0.368321,-0.628756,0.919377,0.375885,-0.718719,0.917543,0.362052,-0.708782,0.791774,0.357618,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642470,0.798728,0.368213,-0.628760,0.919122,0.375893,-0.718815,0.917292,0.361999,-0.707732,0.792774,0.357889,,,
258,2.150000,0.706219,0.703631,0.069063,0.037273,-0.674547,0.856786,0.365783,-0.641991,0.798692,0.368168,-0.628745,0.919383,0.375742,-0.718704,0.917537,0.361875,-0.708747,0.791770,0.357440,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642418,0.798737,0.368045,-0.628759,0.919100,0.375765,-0.718810,0.917309,0.361811,-0.707728,0.792731,0.357746,,,
259,2.158333,0.705745,0.704111,0.068867,0.037533,-0.674568,0.856882,0.365618,-0.641938,0.798832,0.368050,-0.628849,0.919546,0.375535,-0.718804,0.917572,0.361659,-0.708683,0.791815,0.357319,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642403,0.798752,0.367903,-0.628946,0.919446,0.375557,-0.718754,0.917289,0.361607,-0.707742,0.792716,0.357627,,,
260,2.166667,0.705684,0.704191,0.068622,0.037636,-0.674606,0.857001,0.365435,-0.641965,0.798958,0.367890,-0.628895,0.919677,0.375312,-0.718852,0.917682,0.361455,-0.708712,0.791925,0.357176,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642368,0.798763,0.367738,-0.629044,0.919513,0.375332,-0.718866,0.917616,0.361406,-0.707757,0.792687,0.357483,,,
261,2.175000,0.705608,0.704246,0.068683,0.037923,-0.674629,0.857021,0.365263,-0.641981,0.798984,0.367754,-0.628933,0.919708,0.375142,-0.718882,0.917694,0.361241,-0.708721,0.791937,0.357009,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642367,0.798830,0.367588,-0.629045,0.919516,0.375179,-0.718932,0.917633,0.361175,-0.707820,0.792645,0.357329,,,
262,2.183333,0.705534,0.704315,0.068808,0.037769,-0.674603,0.857030,0.365094,-0.641941,0.798999,0.367561,-0.628921,0.919724,0.374994,-0.718870,0.917695,0.361096,-0.708680,0.791941,0.356816,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642286,0.798869,0.367361,-0.629017,0.919519,0.375054,-0.718925,0.917627,0.361012,-0.707848,0.792619,0.357160,,,
263,2.191667,0.705532,0.704304,0.068910,0.037836,-0.674576,0.857051,0.364934,-0.641916,0.799019,0.367407,-0.628896,0.919743,0.374849,-0.718842,0.917716,0.360929,-0.708653,0.791963,0.356645,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642266,0.798959,0.367218,-0.628981,0.919510,0.374910,-0.718890,0.917621,0.360841,-0.707866,0.792619,0.356980,,,
264,2.200000,0.705628,0.704104,0.069395,0.038877,-0.674498,0.857039,0.364714,-0.641874,0.798992,0.367300,-0.628806,0.919715,0.374680,-0.718723,0.917724,0.360568,-0.708591,0.791963,0.356400,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642241,0.798983,0.367042,-0.629001,0.919496,0.374773,-0.718607,0.917551,0.360429,-0.707862,0.792611,0.356823,,,
265,2.208333,0.705857,0.703855,0.069466,0.039110,-0.674459,0.857065,0.364593,-0.641876,0.798996,0.367203,-0.628727,0.919710,0.374567,-0.718640,0.917780,0.360417,-0.708593,0.792011,0.356276,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642266,0.798995,0.366933,-0.629007,0.919492,0.374664,-0.718449,0.917614,0.360308,-0.707874,0.792626,0.356719,,,
266,2.216667,0.706241,0.703526,0.068912,0.039075,-0.674401,0.857023,0.364500,-0.641877,0.798921,0.367120,-0.628595,0.919627,0.374394,-0.718522,0.917782,0.360323,-0.708610,0.791999,0.356255,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642263,0.799010,0.366867,-0.628820,0.919281,0.374482,-0.718413,0.917618,0.360224,-0.707876,0.792632,0.356689,,,
267,2.225000,0.706312,0.703457,0.068903,0.039041,-0.674359,0.856993,0.364330,-0.641846,0.798885,0.366945,-0.628541,0.919588,0.374224,-0.718469,0.917760,0.360159,-0.708582,0.791976,0.356084,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642218,0.798969,0.366673,-0.628740,0.919243,0.374323,-0.718414,0.917616,0.360042,-0.707835,0.792607,0.356513,,,
268,2.233333,0.706364,0.703387,0.068931,0.039312,-0.674398,0.857027,0.364115,-0.641899,0.798913,0.366763,-0.628572,0.919615,0.374008,-0.718494,0.917802,0.359905,-0.708631,0.792014,0.355877,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642280,0.798992,0.366474,-0.628784,0.919294,0.374114,-0.718440,0.917660,0.359768,-0.707886,0.792668,0.356332,,,
269,2.241667,0.706303,0.703624,0.067449,0.038734,-0.674447,0.857105,0.363938,-0.641918,0.799008,0.366567,-0.628616,0.919724,0.373615,-0.718578,0.917858,0.359778,-0.708679,0.792069,0.355885,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642330,0.799079,0.366308,-0.628776,0.919471,0.373711,-0.718511,0.917670,0.359662,-0.707938,0.792702,0.356300,,,
270,2.250000,0.706284,0.703735,0.066838,0.038114,-0.674522,0.857120,0.363771,-0.641975,0.799029,0.366344,-0.628687,0.919749,0.373368,-0.718673,0.917863,0.359688,-0.708753,0.792076,0.355777,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642390,0.799099,0.366085,-0.628886,0.919483,0.373460,-0.718576,0.917680,0.359577,-0.708001,0.792707,0.356191,,,
271,2.258333,0.706056,0.703954,0.066736,0.038473,-0.674646,0.857088,0.363476,-0.642066,0.799018,0.366100,-0.628851,0.919750,0.373046,-0.718830,0.917803,0.359333,-0.708837,0.792019,0.355514,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642426,0.799082,0.365828,-0.628949,0.919501,0.373166,-0.718824,0.917593,0.359190,-0.708135,0.792709,0.355969,,,
272,2.266667,0.705943,0.704081,0.066522,0.038600,-0.674729,0.857112,0.363208,-0.642131,0.799053,0.365858,-0.628952,0.919793,0.372741,-0.718933,0.917812,0.359040,-0.708901,0.792029,0.355283,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642456,0.799080,0.365564,-0.629022,0.919558,0.372885,-0.718967,0.917622,0.358874,-0.708225,0.792715,0.355775,,,
273,2.275000,0.705982,0.704093,0.066141,0.038316,-0.674786,0.857139,0.363016,-0.642187,0.799080,0.365643,-0.628998,0.919820,0.372498,-0.718991,0.917839,0.358881,-0.708967,0.792056,0.355132,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642494,0.799113,0.365338,-0.629088,0.919570,0.372650,-0.719011,0.917654,0.358709,-0.708314,0.792741,0.355639,,,
274,2.283333,0.706068,0.704011,0.066099,0.038314,-0.674817,0.857158,0.362832,-0.642232,0.799091,0.365460,-0.629013,0.919828,0.372308,-0.719008,0.917869,0.358698,-0.709014,0.792083,0.354953,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642523,0.799160,0.365141,-0.629112,0.919584,0.372471,-0.718999,0.917657,0.358516,-0.708452,0.792715,0.355449,,,
275,2.291667,0.706157,0.703914,0.066248,0.038178,-0.674832,0.857174,0.362618,-0.642261,0.799098,0.365221,-0.629014,0.919830,0.372121,-0.719009,0.917897,0.358509,-0.709045,0.792110,0.354711,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642491,0.799169,0.364829,-0.629114,0.919576,0.372331,-0.719003,0.917676,0.358273,-0.708580,0.792732,0.355260,,,
276,2.300000,0.706224,0.703850,0.066249,0.038141,-0.674853,0.857191,0.362419,-0.642292,0.799110,0.365017,-0.629023,0.919838,0.371924,-0.719020,0.917922,0.358317,-0.709078,0.792134,0.354510,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642508,0.799205,0.364591,-0.629117,0.919583,0.372161,-0.719010,0.917681,0.358055,-0.708666,0.792735,0.355092,,,
277,2.308333,0.706648,0.703356,0.066375,0.039154,-0.674781,0.857211,0.362196,-0.642307,0.799086,0.364912,-0.628878,0.919804,0.371701,-0.718855,0.918000,0.357953,-0.709085,0.792193,0.354307,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642558,0.799212,0.364401,-0.629127,0.919585,0.371980,-0.718591,0.917689,0.357626,-0.708718,0.792740,0.354965,,,
278,2.316667,0.706945,0.703071,0.066170,0.039253,-0.674759,0.857227,0.362001,-0.642334,0.799076,0.364734,-0.628800,0.919784,0.371476,-0.718781,0.918052,0.357744,-0.709119,0.792235,0.354143,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642536,0.799180,0.364201,-0.629139,0.919577,0.371773,-0.718439,0.917698,0.357408,-0.708822,0.792788,0.354807,,,
279,2.325000,0.707383,0.702760,0.064975,0.038941,-0.674679,0.857204,0.361739,-0.642313,0.799020,0.364470,-0.628631,0.919721,0.371042,-0.718644,0.918073,0.357506,-0.709129,0.792242,0.354031,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642516,0.799143,0.363986,-0.628859,0.919510,0.371316,-0.718440,0.917709,0.357207,-0.708828,0.792833,0.354644,,,
280,2.333333,0.707326,0.702781,0.065332,0.038996,-0.674640,0.857178,0.361497,-0.642267,0.798997,0.364222,-0.628605,0.919697,0.370852,-0.718610,0.918042,0.357263,-0.709076,0.792214,0.353741,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642492,0.799102,0.363737,-0.628759,0.919509,0.371124,-0.718482,0.917709,0.356967,-0.708741,0.792797,0.354369,,,
281,2.341667,0.707263,0.702847,0.065226,0.039117,-0.674711,0.857163,0.361241,-0.642329,0.798988,0.363986,-0.628686,0.919692,0.370577,-0.718690,0.918019,0.356986,-0.709137,0.792191,0.353506,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642491,0.799079,0.363491,-0.628792,0.919479,0.370858,-0.718662,0.917628,0.356645,-0.708864,0.792913,0.354171,,,
282,2.350000,0.707105,0.703036,0.065114,0.038769,-0.674689,0.857126,0.360938,-0.642275,0.798967,0.363645,-0.628692,0.919676,0.370263,-0.718703,0.917960,0.356730,-0.709086,0.792138,0.353206,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642276,0.798930,0.363096,-0.628835,0.919441,0.370616,-0.718704,0.917654,0.356348,-0.708884,0.792929,0.353949,,,
283,2.358333,0.707187,0.702942,0.065183,0.038863,-0.674694,0.857118,0.360686,-0.642295,0.798951,0.363401,-0.628682,0.919657,0.370020,-0.718691,0.917963,0.356467,-0.709105,0.792138,0.352947,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642251,0.798861,0.362805,-0.628834,0.919458,0.370405,-0.718688,0.917660,0.356052,-0.708957,0.792927,0.353727,,,
284,2.366667,0.707395,0.702680,0.065357,0.039508,-0.674683,0.857138,0.360418,-0.642330,0.798949,0.363206,-0.628637,0.919649,0.369766,-0.718631,0.918013,0.356110,-0.709134,0.792180,0.352679,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642236,0.798848,0.362540,-0.628827,0.919447,0.370189,-0.718595,0.917760,0.355648,-0.709039,0.792905,0.353487,,,
285,2.375000,0.707181,0.702867,0.065415,0.039919,-0.674732,0.857239,0.360137,-0.642352,0.799068,0.362978,-0.628725,0.919779,0.369482,-0.718709,0.918089,0.355766,-0.709144,0.792259,0.352410,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642203,0.798827,0.362289,-0.628998,0.919796,0.369908,-0.718561,0.917796,0.355316,-0.709181,0.792910,0.353159,,,
286,2.383333,0.707219,0.702794,0.065520,0.040365,-0.674755,0.857253,0.359825,-0.642388,0.799076,0.362719,-0.628742,0.919788,0.369177,-0.718716,0.918110,0.355392,-0.709174,0.792275,0.352102,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642219,0.798840,0.362051,-0.629138,0.919836,0.369596,-0.718350,0.917641,0.354915,-0.709298,0.792987,0.352831,,,
287,2.391667,0.707375,0.702621,0.065597,0.040512,-0.674757,0.857341,0.359530,-0.642419,0.799150,0.362438,-0.628716,0.919855,0.368892,-0.718687,0.918219,0.355080,-0.709205,0.792380,0.351801,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642126,0.798862,0.361723,-0.629172,0.919809,0.369346,-0.718409,0.917980,0.354644,-0.709333,0.793032,0.352577,,,
288,2.400000,0.707356,0.702597,0.065898,0.040774,-0.674754,0.857402,0.359304,-0.642419,0.799210,0.362235,-0.628720,0.919914,0.368707,-0.718680,0.918280,0.354822,-0.709197,0.792441,0.351544,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642093,0.798938,0.361485,-0.629126,0.919842,0.369185,-0.718459,0.918066,0.354361,-0.709337,0.793072,0.352349,,,
289,2.408333,0.707368,0.702568,0.066026,0.040854,-0.674736,0.857418,0.359081,-0.642406,0.799224,0.362017,-0.628702,0.919927,0.368501,-0.718657,0.918299,0.354590,-0.709181,0.792460,0.351306,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642064,0.798972,0.361264,-0.629049,0.919846,0.368980,-0.718471,0.918038,0.354118,-0.709353,0.793130,0.352132,,,
290,2.416667,0.707425,0.702509,0.066014,0.040920,-0.674717,0.857412,0.358882,-0.642397,0.799212,0.361826,-0.628672,0.919913,0.368300,-0.718627,0.918300,0.354382,-0.709172,0.792459,0.351111,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642039,0.798953,0.361052,-0.628998,0.919837,0.368792,-0.718466,0.918014,0.353888,-0.709366,0.793200,0.351974,,,
291,2.425000,0.707809,0.702142,0.065823,0.040862,-0.674668,0.857363,0.358657,-0.642408,0.799130,0.361595,-0.628553,0.919817,0.368051,-0.718514,0.918298,0.354167,-0.709195,0.792447,0.350906,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642006,0.798945,0.360848,-0.628800,0.919639,0.368533,-0.718460,0.917996,0.353660,-0.709404,0.793285,0.351788,,,
292,2.433333,0.707871,0.702015,0.066191,0.041375,-0.674661,0.857339,0.358438,-0.642424,0.799096,0.361427,-0.628539,0.919780,0.367877,-0.718484,0.918287,0.353882,-0.709199,0.792432,0.350656,-0.352803,-0.292165,0.573061,0.679537,-0.624402,0.849600,0.391131,-0.616086,0.826327,0.407811,-0.598117,0.926980,0.408354,-0.659004,0.795493,0.357228,,,,-0.642004,0.798931,0.360653,-0.628695,0.919619,0.368390,-0.718520,0.917919,0.353314,-0.709453,0.793329,0.351579,,,
